task_id,benchmark_id,benchmark_name,model_id,model_name,image_id,image_name
1474,3,tv_guide_date,1,gpt-4,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
1475,3,tv_guide_date,1,gpt-4,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
1476,3,tv_guide_date,1,gpt-4,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
1477,3,tv_guide_date,1,gpt-4,7,Daily_News_Sun__Apr_13__2008_ (6).png
1478,3,tv_guide_date,1,gpt-4,8,Daily_News_Sun__Apr_25__2010_ (11).png
1479,3,tv_guide_date,1,gpt-4,9,Daily_News_Sun__Jun_17__2012_ (2).png
1480,3,tv_guide_date,1,gpt-4,10,Daily_News_Sun__Jun_9__2013_.png
1481,3,tv_guide_date,1,gpt-4,11,Daily_News_Sun__Mar_11__2012_ (17).png
1482,3,tv_guide_date,1,gpt-4,12,Daily_News_Sun__Mar_30__2014_ (2).png
1483,3,tv_guide_date,1,gpt-4,13,Daily_News_Sun__May_15__2016_ (12).png
1484,3,tv_guide_date,1,gpt-4,14,Daily_News_Sun__Oct_14__2007_ (8).png
1485,3,tv_guide_date,1,gpt-4,15,Daily_News_Sun__Oct_18__2009_ (33).png
1486,3,tv_guide_date,1,gpt-4,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
1487,3,tv_guide_date,1,gpt-4,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
1488,3,tv_guide_date,1,gpt-4,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
1489,3,tv_guide_date,1,gpt-4,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
1490,3,tv_guide_date,1,gpt-4,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
1491,3,tv_guide_date,1,gpt-4,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
1492,3,tv_guide_date,1,gpt-4,22,The_Californian_Sun__May_31__1998_ (7).png
1493,3,tv_guide_date,1,gpt-4,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
1494,3,tv_guide_date,1,gpt-4,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
1495,3,tv_guide_date,1,gpt-4,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
1496,3,tv_guide_date,1,gpt-4,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
1497,3,tv_guide_date,1,gpt-4,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
1498,3,tv_guide_date,1,gpt-4,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
1499,3,tv_guide_date,1,gpt-4,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
1500,3,tv_guide_date,1,gpt-4,30,The_Monitor_Sun__Nov_6__1994_ (8).png
1501,3,tv_guide_date,1,gpt-4,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
1502,3,tv_guide_date,1,gpt-4,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
1503,3,tv_guide_date,1,gpt-4,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
1504,3,tv_guide_date,1,gpt-4,34,The_Sentinel_Sun__Nov_16__1997_.png
1505,3,tv_guide_date,2,gpt-4.omini,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
1506,3,tv_guide_date,2,gpt-4.omini,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
1507,3,tv_guide_date,2,gpt-4.omini,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
1508,3,tv_guide_date,2,gpt-4.omini,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
1509,3,tv_guide_date,2,gpt-4.omini,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
1510,3,tv_guide_date,2,gpt-4.omini,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
1511,3,tv_guide_date,2,gpt-4.omini,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
1512,3,tv_guide_date,2,gpt-4.omini,7,Daily_News_Sun__Apr_13__2008_ (6).png
1513,3,tv_guide_date,2,gpt-4.omini,8,Daily_News_Sun__Apr_25__2010_ (11).png
1514,3,tv_guide_date,2,gpt-4.omini,9,Daily_News_Sun__Jun_17__2012_ (2).png
1515,3,tv_guide_date,2,gpt-4.omini,10,Daily_News_Sun__Jun_9__2013_.png
1516,3,tv_guide_date,2,gpt-4.omini,11,Daily_News_Sun__Mar_11__2012_ (17).png
1517,3,tv_guide_date,2,gpt-4.omini,12,Daily_News_Sun__Mar_30__2014_ (2).png
1518,3,tv_guide_date,2,gpt-4.omini,13,Daily_News_Sun__May_15__2016_ (12).png
1519,3,tv_guide_date,2,gpt-4.omini,14,Daily_News_Sun__Oct_14__2007_ (8).png
1520,3,tv_guide_date,2,gpt-4.omini,15,Daily_News_Sun__Oct_18__2009_ (33).png
1521,3,tv_guide_date,2,gpt-4.omini,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
1522,3,tv_guide_date,2,gpt-4.omini,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
1523,3,tv_guide_date,2,gpt-4.omini,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
1524,3,tv_guide_date,2,gpt-4.omini,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
1525,3,tv_guide_date,2,gpt-4.omini,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
1526,3,tv_guide_date,2,gpt-4.omini,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
1527,3,tv_guide_date,2,gpt-4.omini,22,The_Californian_Sun__May_31__1998_ (7).png
1528,3,tv_guide_date,2,gpt-4.omini,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
1529,3,tv_guide_date,2,gpt-4.omini,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
1530,3,tv_guide_date,2,gpt-4.omini,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
1531,3,tv_guide_date,2,gpt-4.omini,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
1532,3,tv_guide_date,2,gpt-4.omini,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
1533,3,tv_guide_date,2,gpt-4.omini,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
1534,3,tv_guide_date,2,gpt-4.omini,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
1535,3,tv_guide_date,2,gpt-4.omini,30,The_Monitor_Sun__Nov_6__1994_ (8).png
1536,3,tv_guide_date,2,gpt-4.omini,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
1537,3,tv_guide_date,2,gpt-4.omini,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
1538,3,tv_guide_date,2,gpt-4.omini,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
1539,3,tv_guide_date,2,gpt-4.omini,34,The_Sentinel_Sun__Nov_16__1997_.png
1540,3,tv_guide_date,3,gpt-4o,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
1541,3,tv_guide_date,3,gpt-4o,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
1542,3,tv_guide_date,3,gpt-4o,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
1543,3,tv_guide_date,3,gpt-4o,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
1544,3,tv_guide_date,3,gpt-4o,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
1545,3,tv_guide_date,3,gpt-4o,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
1546,3,tv_guide_date,3,gpt-4o,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
1547,3,tv_guide_date,3,gpt-4o,7,Daily_News_Sun__Apr_13__2008_ (6).png
1548,3,tv_guide_date,3,gpt-4o,8,Daily_News_Sun__Apr_25__2010_ (11).png
1549,3,tv_guide_date,3,gpt-4o,9,Daily_News_Sun__Jun_17__2012_ (2).png
1550,3,tv_guide_date,3,gpt-4o,10,Daily_News_Sun__Jun_9__2013_.png
1551,3,tv_guide_date,3,gpt-4o,11,Daily_News_Sun__Mar_11__2012_ (17).png
1552,3,tv_guide_date,3,gpt-4o,12,Daily_News_Sun__Mar_30__2014_ (2).png
1553,3,tv_guide_date,3,gpt-4o,13,Daily_News_Sun__May_15__2016_ (12).png
1554,3,tv_guide_date,3,gpt-4o,14,Daily_News_Sun__Oct_14__2007_ (8).png
1555,3,tv_guide_date,3,gpt-4o,15,Daily_News_Sun__Oct_18__2009_ (33).png
1556,3,tv_guide_date,3,gpt-4o,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
1557,3,tv_guide_date,3,gpt-4o,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
1558,3,tv_guide_date,3,gpt-4o,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
1559,3,tv_guide_date,3,gpt-4o,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
1560,3,tv_guide_date,3,gpt-4o,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
1561,3,tv_guide_date,3,gpt-4o,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
1562,3,tv_guide_date,3,gpt-4o,22,The_Californian_Sun__May_31__1998_ (7).png
1563,3,tv_guide_date,3,gpt-4o,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
1564,3,tv_guide_date,3,gpt-4o,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
1565,3,tv_guide_date,3,gpt-4o,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
1566,3,tv_guide_date,3,gpt-4o,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
1567,3,tv_guide_date,3,gpt-4o,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
1568,3,tv_guide_date,3,gpt-4o,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
1569,3,tv_guide_date,3,gpt-4o,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
1570,3,tv_guide_date,3,gpt-4o,30,The_Monitor_Sun__Nov_6__1994_ (8).png
1571,3,tv_guide_date,3,gpt-4o,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
1572,3,tv_guide_date,3,gpt-4o,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
1573,3,tv_guide_date,3,gpt-4o,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
1574,3,tv_guide_date,3,gpt-4o,34,The_Sentinel_Sun__Nov_16__1997_.png
1575,3,tv_guide_date,4,gpt-4.1,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
1576,3,tv_guide_date,4,gpt-4.1,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
1577,3,tv_guide_date,4,gpt-4.1,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
1578,3,tv_guide_date,4,gpt-4.1,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
1579,3,tv_guide_date,4,gpt-4.1,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
1580,3,tv_guide_date,4,gpt-4.1,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
1581,3,tv_guide_date,4,gpt-4.1,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
1582,3,tv_guide_date,4,gpt-4.1,7,Daily_News_Sun__Apr_13__2008_ (6).png
1583,3,tv_guide_date,4,gpt-4.1,8,Daily_News_Sun__Apr_25__2010_ (11).png
1584,3,tv_guide_date,4,gpt-4.1,9,Daily_News_Sun__Jun_17__2012_ (2).png
1585,3,tv_guide_date,4,gpt-4.1,10,Daily_News_Sun__Jun_9__2013_.png
1586,3,tv_guide_date,4,gpt-4.1,11,Daily_News_Sun__Mar_11__2012_ (17).png
1587,3,tv_guide_date,4,gpt-4.1,12,Daily_News_Sun__Mar_30__2014_ (2).png
1588,3,tv_guide_date,4,gpt-4.1,13,Daily_News_Sun__May_15__2016_ (12).png
1589,3,tv_guide_date,4,gpt-4.1,14,Daily_News_Sun__Oct_14__2007_ (8).png
1590,3,tv_guide_date,4,gpt-4.1,15,Daily_News_Sun__Oct_18__2009_ (33).png
1591,3,tv_guide_date,4,gpt-4.1,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
1592,3,tv_guide_date,4,gpt-4.1,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
1593,3,tv_guide_date,4,gpt-4.1,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
1594,3,tv_guide_date,4,gpt-4.1,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
1595,3,tv_guide_date,4,gpt-4.1,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
1596,3,tv_guide_date,4,gpt-4.1,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
1597,3,tv_guide_date,4,gpt-4.1,22,The_Californian_Sun__May_31__1998_ (7).png
1598,3,tv_guide_date,4,gpt-4.1,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
1599,3,tv_guide_date,4,gpt-4.1,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
1600,3,tv_guide_date,4,gpt-4.1,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
1601,3,tv_guide_date,4,gpt-4.1,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
1602,3,tv_guide_date,4,gpt-4.1,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
1603,3,tv_guide_date,4,gpt-4.1,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
1604,3,tv_guide_date,4,gpt-4.1,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
1605,3,tv_guide_date,4,gpt-4.1,30,The_Monitor_Sun__Nov_6__1994_ (8).png
1606,3,tv_guide_date,4,gpt-4.1,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
1607,3,tv_guide_date,4,gpt-4.1,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
1608,3,tv_guide_date,4,gpt-4.1,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
1609,3,tv_guide_date,4,gpt-4.1,34,The_Sentinel_Sun__Nov_16__1997_.png
1610,3,tv_guide_date,5,gpt-5,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
1611,3,tv_guide_date,5,gpt-5,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
1612,3,tv_guide_date,5,gpt-5,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
1613,3,tv_guide_date,5,gpt-5,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
1614,3,tv_guide_date,5,gpt-5,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
1615,3,tv_guide_date,5,gpt-5,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
1616,3,tv_guide_date,5,gpt-5,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
1617,3,tv_guide_date,5,gpt-5,7,Daily_News_Sun__Apr_13__2008_ (6).png
1618,3,tv_guide_date,5,gpt-5,8,Daily_News_Sun__Apr_25__2010_ (11).png
1619,3,tv_guide_date,5,gpt-5,9,Daily_News_Sun__Jun_17__2012_ (2).png
1620,3,tv_guide_date,5,gpt-5,10,Daily_News_Sun__Jun_9__2013_.png
1621,3,tv_guide_date,5,gpt-5,11,Daily_News_Sun__Mar_11__2012_ (17).png
1622,3,tv_guide_date,5,gpt-5,12,Daily_News_Sun__Mar_30__2014_ (2).png
1623,3,tv_guide_date,5,gpt-5,13,Daily_News_Sun__May_15__2016_ (12).png
1624,3,tv_guide_date,5,gpt-5,14,Daily_News_Sun__Oct_14__2007_ (8).png
1625,3,tv_guide_date,5,gpt-5,15,Daily_News_Sun__Oct_18__2009_ (33).png
1626,3,tv_guide_date,5,gpt-5,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
1627,3,tv_guide_date,5,gpt-5,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
1628,3,tv_guide_date,5,gpt-5,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
1629,3,tv_guide_date,5,gpt-5,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
1630,3,tv_guide_date,5,gpt-5,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
1631,3,tv_guide_date,5,gpt-5,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
1632,3,tv_guide_date,5,gpt-5,22,The_Californian_Sun__May_31__1998_ (7).png
1633,3,tv_guide_date,5,gpt-5,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
1634,3,tv_guide_date,5,gpt-5,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
1635,3,tv_guide_date,5,gpt-5,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
1636,3,tv_guide_date,5,gpt-5,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
1637,3,tv_guide_date,5,gpt-5,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
1638,3,tv_guide_date,5,gpt-5,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
1639,3,tv_guide_date,5,gpt-5,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
1640,3,tv_guide_date,5,gpt-5,30,The_Monitor_Sun__Nov_6__1994_ (8).png
1641,3,tv_guide_date,5,gpt-5,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
1642,3,tv_guide_date,5,gpt-5,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
1643,3,tv_guide_date,5,gpt-5,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
1644,3,tv_guide_date,5,gpt-5,34,The_Sentinel_Sun__Nov_16__1997_.png
1645,3,tv_guide_date,6,gpt-5-mini,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
1646,3,tv_guide_date,6,gpt-5-mini,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
1647,3,tv_guide_date,6,gpt-5-mini,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
1648,3,tv_guide_date,6,gpt-5-mini,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
1649,3,tv_guide_date,6,gpt-5-mini,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
1650,3,tv_guide_date,6,gpt-5-mini,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
1651,3,tv_guide_date,6,gpt-5-mini,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
1652,3,tv_guide_date,6,gpt-5-mini,7,Daily_News_Sun__Apr_13__2008_ (6).png
1653,3,tv_guide_date,6,gpt-5-mini,8,Daily_News_Sun__Apr_25__2010_ (11).png
1654,3,tv_guide_date,6,gpt-5-mini,9,Daily_News_Sun__Jun_17__2012_ (2).png
1655,3,tv_guide_date,6,gpt-5-mini,10,Daily_News_Sun__Jun_9__2013_.png
1656,3,tv_guide_date,6,gpt-5-mini,11,Daily_News_Sun__Mar_11__2012_ (17).png
1657,3,tv_guide_date,6,gpt-5-mini,12,Daily_News_Sun__Mar_30__2014_ (2).png
1658,3,tv_guide_date,6,gpt-5-mini,13,Daily_News_Sun__May_15__2016_ (12).png
1659,3,tv_guide_date,6,gpt-5-mini,14,Daily_News_Sun__Oct_14__2007_ (8).png
1660,3,tv_guide_date,6,gpt-5-mini,15,Daily_News_Sun__Oct_18__2009_ (33).png
1661,3,tv_guide_date,6,gpt-5-mini,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
1662,3,tv_guide_date,6,gpt-5-mini,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
1663,3,tv_guide_date,6,gpt-5-mini,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
1664,3,tv_guide_date,6,gpt-5-mini,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
1665,3,tv_guide_date,6,gpt-5-mini,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
1666,3,tv_guide_date,6,gpt-5-mini,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
1667,3,tv_guide_date,6,gpt-5-mini,22,The_Californian_Sun__May_31__1998_ (7).png
1668,3,tv_guide_date,6,gpt-5-mini,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
1669,3,tv_guide_date,6,gpt-5-mini,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
1670,3,tv_guide_date,6,gpt-5-mini,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
1671,3,tv_guide_date,6,gpt-5-mini,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
1672,3,tv_guide_date,6,gpt-5-mini,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
1673,3,tv_guide_date,6,gpt-5-mini,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
1674,3,tv_guide_date,6,gpt-5-mini,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
1675,3,tv_guide_date,6,gpt-5-mini,30,The_Monitor_Sun__Nov_6__1994_ (8).png
1676,3,tv_guide_date,6,gpt-5-mini,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
1677,3,tv_guide_date,6,gpt-5-mini,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
1678,3,tv_guide_date,6,gpt-5-mini,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
1679,3,tv_guide_date,6,gpt-5-mini,34,The_Sentinel_Sun__Nov_16__1997_.png
1680,3,tv_guide_date,7,claude-3-haiku,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
1681,3,tv_guide_date,7,claude-3-haiku,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
1682,3,tv_guide_date,7,claude-3-haiku,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
1683,3,tv_guide_date,7,claude-3-haiku,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
1684,3,tv_guide_date,7,claude-3-haiku,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
1685,3,tv_guide_date,7,claude-3-haiku,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
1686,3,tv_guide_date,7,claude-3-haiku,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
1687,3,tv_guide_date,7,claude-3-haiku,7,Daily_News_Sun__Apr_13__2008_ (6).png
1688,3,tv_guide_date,7,claude-3-haiku,8,Daily_News_Sun__Apr_25__2010_ (11).png
1689,3,tv_guide_date,7,claude-3-haiku,9,Daily_News_Sun__Jun_17__2012_ (2).png
1690,3,tv_guide_date,7,claude-3-haiku,10,Daily_News_Sun__Jun_9__2013_.png
1691,3,tv_guide_date,7,claude-3-haiku,11,Daily_News_Sun__Mar_11__2012_ (17).png
1692,3,tv_guide_date,7,claude-3-haiku,12,Daily_News_Sun__Mar_30__2014_ (2).png
1693,3,tv_guide_date,7,claude-3-haiku,13,Daily_News_Sun__May_15__2016_ (12).png
1694,3,tv_guide_date,7,claude-3-haiku,14,Daily_News_Sun__Oct_14__2007_ (8).png
1695,3,tv_guide_date,7,claude-3-haiku,15,Daily_News_Sun__Oct_18__2009_ (33).png
1696,3,tv_guide_date,7,claude-3-haiku,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
1697,3,tv_guide_date,7,claude-3-haiku,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
1698,3,tv_guide_date,7,claude-3-haiku,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
1699,3,tv_guide_date,7,claude-3-haiku,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
1700,3,tv_guide_date,7,claude-3-haiku,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
1701,3,tv_guide_date,7,claude-3-haiku,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
1702,3,tv_guide_date,7,claude-3-haiku,22,The_Californian_Sun__May_31__1998_ (7).png
1703,3,tv_guide_date,7,claude-3-haiku,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
1704,3,tv_guide_date,7,claude-3-haiku,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
1705,3,tv_guide_date,7,claude-3-haiku,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
1706,3,tv_guide_date,7,claude-3-haiku,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
1707,3,tv_guide_date,7,claude-3-haiku,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
1708,3,tv_guide_date,7,claude-3-haiku,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
1709,3,tv_guide_date,7,claude-3-haiku,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
1710,3,tv_guide_date,7,claude-3-haiku,30,The_Monitor_Sun__Nov_6__1994_ (8).png
1711,3,tv_guide_date,7,claude-3-haiku,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
1712,3,tv_guide_date,7,claude-3-haiku,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
1713,3,tv_guide_date,7,claude-3-haiku,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
1714,3,tv_guide_date,7,claude-3-haiku,34,The_Sentinel_Sun__Nov_16__1997_.png
1715,3,tv_guide_date,8,claude-3-5-sonnet,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
1716,3,tv_guide_date,8,claude-3-5-sonnet,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
1717,3,tv_guide_date,8,claude-3-5-sonnet,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
1718,3,tv_guide_date,8,claude-3-5-sonnet,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
1719,3,tv_guide_date,8,claude-3-5-sonnet,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
1720,3,tv_guide_date,8,claude-3-5-sonnet,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
1721,3,tv_guide_date,8,claude-3-5-sonnet,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
1722,3,tv_guide_date,8,claude-3-5-sonnet,7,Daily_News_Sun__Apr_13__2008_ (6).png
1723,3,tv_guide_date,8,claude-3-5-sonnet,8,Daily_News_Sun__Apr_25__2010_ (11).png
1724,3,tv_guide_date,8,claude-3-5-sonnet,9,Daily_News_Sun__Jun_17__2012_ (2).png
1725,3,tv_guide_date,8,claude-3-5-sonnet,10,Daily_News_Sun__Jun_9__2013_.png
1726,3,tv_guide_date,8,claude-3-5-sonnet,11,Daily_News_Sun__Mar_11__2012_ (17).png
1727,3,tv_guide_date,8,claude-3-5-sonnet,12,Daily_News_Sun__Mar_30__2014_ (2).png
1728,3,tv_guide_date,8,claude-3-5-sonnet,13,Daily_News_Sun__May_15__2016_ (12).png
1729,3,tv_guide_date,8,claude-3-5-sonnet,14,Daily_News_Sun__Oct_14__2007_ (8).png
1730,3,tv_guide_date,8,claude-3-5-sonnet,15,Daily_News_Sun__Oct_18__2009_ (33).png
1731,3,tv_guide_date,8,claude-3-5-sonnet,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
1732,3,tv_guide_date,8,claude-3-5-sonnet,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
1733,3,tv_guide_date,8,claude-3-5-sonnet,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
1734,3,tv_guide_date,8,claude-3-5-sonnet,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
1735,3,tv_guide_date,8,claude-3-5-sonnet,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
